115	4.000	3.786
116	4.000	4.000
117	4.000	4.000
118	4.000	3.746
119	4.000	3.950
120	4.000	4.000
121	4.000	3.781
122	4.000	4.000
123	4.000	4.000
124	4.000	3.875
125	4.000	4.000
126	4.000	4.000
127	4.000	4.064
128	4.000	3.737
129	4.000	3.753
130	4.000	3.782
131	4.000	4.000
132	4.000	4.000
133	4.000	4.000
134	4.000	4.000
135	4.000	4.000
136	4.000	4.000
137	4.000	4.000
138	4.000	4.000
139	4.000	4.000
140	4.000	3.784
141	4.000	4.000
142	4.000	3.931
143	4.000	3.878
144	4.000	4.000
145	4.000	3.893
146	4.000	3.792
147	4.000	4.000
148	4.000	3.771
149	4.000	4.000
150	4.000	4.000
151	4.000	3.859
152	4.000	4.000
153	4.000	4.000
154	4.000	4.000
155	4.000	4.000
156	4.000	4.000
157	4.000	4.000
158	4.000	4.000
159	4.000	3.902
160	4.000	4.000
161	4.000	3.788
162	4.000	3.778
163	4.000	4.000
164	4.000	4.000
165	4.000	4.000
166	4.000	4.000
167	4.000	4.000
168	4.000	4.000
169	4.000	3.756
170	4.000	4.000
171	4.000	4.000
172	4.000	4.000
173	4.000	3.792
174	4.000	4.000
175	4.000	4.000
176	4.000	4.000
177	4.000	4.000
178	4.000	4.000
179	4.000	4.000
180	4.000	3.810
181	4.000	4.000
182	4.000	3.782
183	4.000	4.000
184	4.000	3.755
185	4.000	4.000
186	4.000	4.000
187	4.000	4.000
188	4.000	4.000
189	4.000	4.000
190	4.000	3.858
191	4.000	4.000
192	4.000	4.000
193	4.000	4.000
194	4.000	3.731
195	4.000	4.000
196	4.000	4.000
197	4.000	4.000
198	4.000	4.000
199	4.000	4.000
200	4.000	4.000
201	4.000	3.731
202	4.000	4.000
203	4.000	4.000
204	4.000	4.000
205	4.000	4.000
206	4.000	4.000
207	4.000	3.730
208	4.000	4.000
209	4.000	3.783
210	4.000	4.000
211	4.000	4.000
212	4.000	3.736
213	4.000	4.000
214	4.000	4.000
215	4.000	4.000
216	4.000	4.000
217	4.000	4.000
218	4.000	4.000
219	4.000	4.000
220	4.000	4.000
221	4.000	4.000
222	4.000	4.000
223	4.000	4.000
224	4.000	4.000
225	4.000	4.000
226	4.000	4.000
227	4.000	4.000
228	4.000	3.957
229	4.000	4.000
230	4.000	4.000
231	4.000	4.000
232	4.000	4.000
233	4.000	3.751
234	4.000	4.000
235	4.000	4.000
236	4.000	4.000
237	4.000	4.000
238	4.000	4.000
239	4.000	4.000
240	4.000	4.000
241	4.000	4.000
242	4.000	4.000
243	4.000	3.731
244	4.000	4.000
245	4.000	4.000
246	4.000	4.000
247	4.000	4.000
248	4.000	4.000
249	4.000	4.000
250	4.000	4.000
251	4.000	4.000
252	4.000	4.000
253	4.000	4.000
254	4.000	4.000
255	4.000	4.000
256	4.000	3.737
257	4.000	4.000
258	4.000	4.000
259	4.000	4.000
260	4.000	4.000
261	4.000	4.000
262	4.000	4.000
263	4.000	4.000
264	4.000	4.000
265	4.000	4.000
266	4.000	4.000
267	4.000	4.000
268	4.000	4.000
269	4.000	4.000
270	4.000	4.000
271	4.000	4.000
272	4.000	4.000
273	4.000	4.000
274	4.000	4.000
275	4.000	4.000
276	4.000	3.730
277	4.000	4.000
278	4.000	4.000
279	4.000	4.000
280	4.000	4.000
281	4.000	4.000
282	4.000	3.773
283	4.000	4.000
284	4.000	4.000
285	4.000	4.000
286	4.000	3.751
287	4.000	4.000
288	4.000	4.000
289	4.000	4.000
290	4.000	4.000
291	4.000	4.000
292	4.000	4.000
293	4.000	4.000
294	4.000	4.000
295	4.000	4.000
296	4.000	4.000
297	4.000	4.000
298	4.000	4.000
299	4.000	4.000
